Écarté: OG0040645.fa (1 séquences, 1 espèces)
Écarté: OG0045326.fa (1 séquences, 1 espèces)
Écarté: OG0030322.fa (1 séquences, 1 espèces)
Écarté: OG0045642.fa (1 séquences, 1 espèces)
Écarté: OG0072722.fa (1 séquences, 1 espèces)
Écarté: OG0030756.fa (1 séquences, 1 espèces)
Écarté: OG0071446.fa (1 séquences, 1 espèces)
Écarté: OG0049835.fa (1 séquences, 1 espèces)
Écarté: OG0070922.fa (1 séquences, 1 espèces)
Écarté: OG0029941.fa (1 séquences, 1 espèces)
Écarté: OG0069516.fa (1 séquences, 1 espèces)
Écarté: OG0030604.fa (1 séquences, 1 espèces)
Écarté: OG0011862.fa (8 séquences, 2 espèces)
Écarté: OG0051669.fa (1 séquences, 1 espèces)
Écarté: OG0001177.fa (114 séquences, 17 espèces)
Écarté: OG0002617.fa (64 séquences, 17 espèces)
Écarté: OG0021390.fa (2 séquences, 1 espèces)
Écarté: OG0033380.fa (1 séquences, 1 espèces)
Écarté: OG0059369.fa (1 séquences, 1 espèces)
Écarté: OG0040862.fa (1 séquences, 1 espèces)
Écarté: OG0017834.fa (3 séquences, 1 espèces)
Écarté: OG0050061.fa (1 séquences, 1 espèces)
Écarté: OG0065616.fa (1 séquences, 1 espèces)
Écarté: OG0066968.fa (1 séquences, 1 espèces)
Écarté: OG0017393.fa (3 séquences, 2 espèces)
Écarté: OG0034753.fa (1 séquences, 1 espèces)
Écarté: OG0063721.fa (1 séquences, 1 espèces)
Écarté: OG0039567.fa (1 séquences, 1 espèces)
Écarté: OG0039962.fa (1 séquences, 1 espèces)
Écarté: OG0064510.fa (1 séquences, 1 espèces)
Écarté: OG0059624.fa (1 séquences, 1 espèces)
Écarté: OG0049416.fa (1 séquences, 1 espèces)
Écarté: OG0072640.fa (1 séquences, 1 espèces)
Écarté: OG0025384.fa (1 séquences, 1 espèces)
Écarté: OG0006227.fa (33 séquences, 17 espèces)
Écarté: OG0071481.fa (1 séquences, 1 espèces)
Écarté: OG0068897.fa (1 séquences, 1 espèces)
Écarté: OG0003722.fa (50 séquences, 17 espèces)
Écarté: OG0044346.fa (1 séquences, 1 espèces)
Écarté: OG0016441.fa (3 séquences, 1 espèces)
Écarté: OG0070043.fa (1 séquences, 1 espèces)
Écarté: OG0051998.fa (1 séquences, 1 espèces)
Écarté: OG0068514.fa (1 séquences, 1 espèces)
Écarté: OG0051989.fa (1 séquences, 1 espèces)
Écarté: OG0005471.fa (37 séquences, 15 espèces)
Écarté: OG0002219.fa (72 séquences, 16 espèces)
Écarté: OG0050332.fa (1 séquences, 1 espèces)
Écarté: OG0071033.fa (1 séquences, 1 espèces)
Écarté: OG0054549.fa (1 séquences, 1 espèces)
Écarté: OG0020566.fa (2 séquences, 2 espèces)
Écarté: OG0025530.fa (1 séquences, 1 espèces)
Écarté: OG0034475.fa (1 séquences, 1 espèces)
Écarté: OG0037671.fa (1 séquences, 1 espèces)
Écarté: OG0013504.fa (5 séquences, 1 espèces)
Écarté: OG0024484.fa (2 séquences, 1 espèces)
Écarté: OG0022965.fa (2 séquences, 2 espèces)
Écarté: OG0038206.fa (1 séquences, 1 espèces)
Écarté: OG0060982.fa (1 séquences, 1 espèces)
Écarté: OG0022978.fa (2 séquences, 1 espèces)
Écarté: OG0031981.fa (1 séquences, 1 espèces)
Écarté: OG0051724.fa (1 séquences, 1 espèces)
Écarté: OG0019270.fa (2 séquences, 2 espèces)
Écarté: OG0042448.fa (1 séquences, 1 espèces)
Écarté: OG0022168.fa (2 séquences, 1 espèces)
Écarté: OG0070797.fa (1 séquences, 1 espèces)
Écarté: OG0030749.fa (1 séquences, 1 espèces)
Écarté: OG0011808.fa (8 séquences, 1 espèces)
Écarté: OG0000888.fa (138 séquences, 16 espèces)
Écarté: OG0068577.fa (1 séquences, 1 espèces)
Écarté: OG0052136.fa (1 séquences, 1 espèces)
Écarté: OG0000152.fa (376 séquences, 17 espèces)
Écarté: OG0005292.fa (38 séquences, 16 espèces)
Écarté: OG0019984.fa (2 séquences, 1 espèces)
Écarté: OG0029176.fa (1 séquences, 1 espèces)
Écarté: OG0068078.fa (1 séquences, 1 espèces)
Écarté: OG0035845.fa (1 séquences, 1 espèces)
Écarté: OG0059253.fa (1 séquences, 1 espèces)
Écarté: OG0026969.fa (1 séquences, 1 espèces)
Écarté: OG0039390.fa (1 séquences, 1 espèces)
Écarté: OG0068394.fa (1 séquences, 1 espèces)
Écarté: OG0063819.fa (1 séquences, 1 espèces)
Écarté: OG0008077.fa (27 séquences, 11 espèces)
Écarté: OG0014443.fa (5 séquences, 1 espèces)
Écarté: OG0015264.fa (4 séquences, 2 espèces)
Écarté: OG0034797.fa (1 séquences, 1 espèces)
Écarté: OG0051114.fa (1 séquences, 1 espèces)
Écarté: OG0011923.fa (8 séquences, 3 espèces)
Écarté: OG0046148.fa (1 séquences, 1 espèces)
Écarté: OG0055376.fa (1 séquences, 1 espèces)
Écarté: OG0046188.fa (1 séquences, 1 espèces)
Écarté: OG0012111.fa (8 séquences, 3 espèces)
Écarté: OG0052503.fa (1 séquences, 1 espèces)
Écarté: OG0047811.fa (1 séquences, 1 espèces)
Écarté: OG0013827.fa (5 séquences, 1 espèces)
Écarté: OG0065739.fa (1 séquences, 1 espèces)
Écarté: OG0015205.fa (4 séquences, 2 espèces)
Écarté: OG0015911.fa (4 séquences, 1 espèces)
Écarté: OG0041345.fa (1 séquences, 1 espèces)
Retenu: OG0008286.fa (26 séquences, 17 espèces)
Écarté: OG0055066.fa (1 séquences, 1 espèces)
Écarté: OG0009439.fa (22 séquences, 6 espèces)
Écarté: OG0029894.fa (1 séquences, 1 espèces)
Écarté: OG0056742.fa (1 séquences, 1 espèces)
Écarté: OG0073728.fa (1 séquences, 1 espèces)
Écarté: OG0042650.fa (1 séquences, 1 espèces)
Écarté: OG0013213.fa (6 séquences, 3 espèces)
Écarté: OG0017782.fa (3 séquences, 2 espèces)
Écarté: OG0059646.fa (1 séquences, 1 espèces)
Écarté: OG0037179.fa (1 séquences, 1 espèces)
Écarté: OG0033199.fa (1 séquences, 1 espèces)
Écarté: OG0040602.fa (1 séquences, 1 espèces)
Écarté: OG0053725.fa (1 séquences, 1 espèces)
Écarté: OG0019272.fa (2 séquences, 2 espèces)
Écarté: OG0009074.fa (23 séquences, 16 espèces)
Écarté: OG0009900.fa (19 séquences, 1 espèces)
Écarté: OG0054578.fa (1 séquences, 1 espèces)
Écarté: OG0025357.fa (1 séquences, 1 espèces)
Écarté: OG0016872.fa (3 séquences, 2 espèces)
Écarté: OG0046098.fa (1 séquences, 1 espèces)
Écarté: OG0068880.fa (1 séquences, 1 espèces)
Écarté: OG0071212.fa (1 séquences, 1 espèces)
Écarté: OG0027029.fa (1 séquences, 1 espèces)
Écarté: OG0015262.fa (4 séquences, 2 espèces)
Écarté: OG0034344.fa (1 séquences, 1 espèces)
Écarté: OG0048401.fa (1 séquences, 1 espèces)
Écarté: OG0023959.fa (2 séquences, 1 espèces)
Écarté: OG0057254.fa (1 séquences, 1 espèces)
Écarté: OG0052823.fa (1 séquences, 1 espèces)
Écarté: OG0062225.fa (1 séquences, 1 espèces)
Écarté: OG0041562.fa (1 séquences, 1 espèces)
Écarté: OG0056382.fa (1 séquences, 1 espèces)
Écarté: OG0039868.fa (1 séquences, 1 espèces)
Écarté: OG0040578.fa (1 séquences, 1 espèces)
Écarté: OG0073628.fa (1 séquences, 1 espèces)
Écarté: OG0019177.fa (2 séquences, 1 espèces)
Écarté: OG0064789.fa (1 séquences, 1 espèces)
Écarté: OG0024453.fa (2 séquences, 1 espèces)
Écarté: OG0009214.fa (23 séquences, 13 espèces)
Écarté: OG0069852.fa (1 séquences, 1 espèces)
Écarté: OG0042545.fa (1 séquences, 1 espèces)
Écarté: OG0029869.fa (1 séquences, 1 espèces)
Écarté: OG0004195.fa (45 séquences, 17 espèces)
Écarté: OG0035106.fa (1 séquences, 1 espèces)
Écarté: OG0038773.fa (1 séquences, 1 espèces)
Écarté: OG0028647.fa (1 séquences, 1 espèces)
Écarté: OG0056274.fa (1 séquences, 1 espèces)
Écarté: OG0035835.fa (1 séquences, 1 espèces)
Écarté: OG0028724.fa (1 séquences, 1 espèces)
Écarté: OG0042673.fa (1 séquences, 1 espèces)
Écarté: OG0003421.fa (53 séquences, 16 espèces)
Écarté: OG0061651.fa (1 séquences, 1 espèces)
Retenu: OG0007798.fa (28 séquences, 17 espèces)
Écarté: OG0047531.fa (1 séquences, 1 espèces)
Écarté: OG0047657.fa (1 séquences, 1 espèces)
Écarté: OG0052135.fa (1 séquences, 1 espèces)
Écarté: OG0044980.fa (1 séquences, 1 espèces)
Écarté: OG0037125.fa (1 séquences, 1 espèces)
Écarté: OG0045980.fa (1 séquences, 1 espèces)
Écarté: OG0028836.fa (1 séquences, 1 espèces)
Écarté: OG0065966.fa (1 séquences, 1 espèces)
Écarté: OG0006960.fa (31 séquences, 17 espèces)
Écarté: OG0026412.fa (1 séquences, 1 espèces)
Écarté: OG0038342.fa (1 séquences, 1 espèces)
Écarté: OG0027977.fa (1 séquences, 1 espèces)
Écarté: OG0011367.fa (10 séquences, 3 espèces)
Écarté: OG0045784.fa (1 séquences, 1 espèces)
Écarté: OG0035512.fa (1 séquences, 1 espèces)
Écarté: OG0053872.fa (1 séquences, 1 espèces)
Écarté: OG0018201.fa (3 séquences, 1 espèces)
Écarté: OG0038604.fa (1 séquences, 1 espèces)
Écarté: OG0068477.fa (1 séquences, 1 espèces)
Écarté: OG0063583.fa (1 séquences, 1 espèces)
Écarté: OG0071006.fa (1 séquences, 1 espèces)
Écarté: OG0029689.fa (1 séquences, 1 espèces)
Écarté: OG0002170.fa (74 séquences, 17 espèces)
Écarté: OG0022032.fa (2 séquences, 1 espèces)
Écarté: OG0033979.fa (1 séquences, 1 espèces)
Écarté: OG0013130.fa (6 séquences, 4 espèces)
Écarté: OG0025296.fa (1 séquences, 1 espèces)
Écarté: OG0068185.fa (1 séquences, 1 espèces)
Écarté: OG0011970.fa (8 séquences, 1 espèces)
Écarté: OG0054751.fa (1 séquences, 1 espèces)
Écarté: OG0000762.fa (152 séquences, 17 espèces)
Écarté: OG0058262.fa (1 séquences, 1 espèces)
Écarté: OG0016221.fa (3 séquences, 2 espèces)
Écarté: OG0018635.fa (2 séquences, 1 espèces)
Écarté: OG0026891.fa (1 séquences, 1 espèces)
Écarté: OG0048346.fa (1 séquences, 1 espèces)
Écarté: OG0048257.fa (1 séquences, 1 espèces)
Écarté: OG0065380.fa (1 séquences, 1 espèces)
Retenu: OG0007347.fa (30 séquences, 17 espèces)
Écarté: OG0057428.fa (1 séquences, 1 espèces)
Écarté: OG0020459.fa (2 séquences, 2 espèces)
Écarté: OG0015330.fa (4 séquences, 2 espèces)
Écarté: OG0047514.fa (1 séquences, 1 espèces)
Écarté: OG0060657.fa (1 séquences, 1 espèces)
Écarté: OG0011253.fa (10 séquences, 9 espèces)
Écarté: OG0002539.fa (66 séquences, 16 espèces)
Écarté: OG0020847.fa (2 séquences, 1 espèces)
Écarté: OG0013400.fa (6 séquences, 2 espèces)
Écarté: OG0018954.fa (2 séquences, 1 espèces)
Écarté: OG0046490.fa (1 séquences, 1 espèces)
Écarté: OG0057094.fa (1 séquences, 1 espèces)
Écarté: OG0072946.fa (1 séquences, 1 espèces)
Écarté: OG0013582.fa (5 séquences, 1 espèces)
Écarté: OG0050342.fa (1 séquences, 1 espèces)
Écarté: OG0043858.fa (1 séquences, 1 espèces)
Écarté: OG0022220.fa (2 séquences, 1 espèces)
Écarté: OG0012918.fa (6 séquences, 3 espèces)
Écarté: OG0054187.fa (1 séquences, 1 espèces)
Écarté: OG0018717.fa (2 séquences, 1 espèces)
Écarté: OG0028646.fa (1 séquences, 1 espèces)
Écarté: OG0054552.fa (1 séquences, 1 espèces)
Écarté: OG0061851.fa (1 séquences, 1 espèces)
Écarté: OG0071044.fa (1 séquences, 1 espèces)
Écarté: OG0072009.fa (1 séquences, 1 espèces)
Écarté: OG0020180.fa (2 séquences, 1 espèces)
Écarté: OG0049351.fa (1 séquences, 1 espèces)
Écarté: OG0013089.fa (6 séquences, 4 espèces)
Écarté: OG0034469.fa (1 séquences, 1 espèces)
Écarté: OG0062570.fa (1 séquences, 1 espèces)
Écarté: OG0002286.fa (71 séquences, 2 espèces)
Écarté: OG0052545.fa (1 séquences, 1 espèces)
Écarté: OG0043547.fa (1 séquences, 1 espèces)
Écarté: OG0069927.fa (1 séquences, 1 espèces)
Écarté: OG0069203.fa (1 séquences, 1 espèces)
Écarté: OG0041256.fa (1 séquences, 1 espèces)
Écarté: OG0016611.fa (3 séquences, 1 espèces)
Écarté: OG0057031.fa (1 séquences, 1 espèces)
Écarté: OG0008518.fa (25 séquences, 16 espèces)
Écarté: OG0026338.fa (1 séquences, 1 espèces)
Retenu: OG0009562.fa (21 séquences, 17 espèces)
Écarté: OG0012034.fa (8 séquences, 4 espèces)
Écarté: OG0066375.fa (1 séquences, 1 espèces)
Écarté: OG0001069.fa (122 séquences, 17 espèces)
Écarté: OG0028532.fa (1 séquences, 1 espèces)
Écarté: OG0063187.fa (1 séquences, 1 espèces)
Écarté: OG0051070.fa (1 séquences, 1 espèces)
Écarté: OG0002931.fa (59 séquences, 16 espèces)
Écarté: OG0019579.fa (2 séquences, 2 espèces)
Écarté: OG0061203.fa (1 séquences, 1 espèces)
Écarté: OG0001297.fa (106 séquences, 17 espèces)
Écarté: OG0039697.fa (1 séquences, 1 espèces)
Écarté: OG0040354.fa (1 séquences, 1 espèces)
Écarté: OG0001319.fa (105 séquences, 17 espèces)
Écarté: OG0058395.fa (1 séquences, 1 espèces)
Écarté: OG0015227.fa (4 séquences, 2 espèces)
Écarté: OG0033523.fa (1 séquences, 1 espèces)
Écarté: OG0035530.fa (1 séquences, 1 espèces)
Écarté: OG0030623.fa (1 séquences, 1 espèces)
Écarté: OG0014671.fa (4 séquences, 2 espèces)
Écarté: OG0033591.fa (1 séquences, 1 espèces)
Écarté: OG0015340.fa (4 séquences, 2 espèces)
Écarté: OG0042572.fa (1 séquences, 1 espèces)
Écarté: OG0003051.fa (58 séquences, 17 espèces)
Écarté: OG0048867.fa (1 séquences, 1 espèces)
Écarté: OG0035299.fa (1 séquences, 1 espèces)
Écarté: OG0070972.fa (1 séquences, 1 espèces)
Écarté: OG0010344.fa (15 séquences, 8 espèces)
Écarté: OG0035483.fa (1 séquences, 1 espèces)
Écarté: OG0031806.fa (1 séquences, 1 espèces)
Écarté: OG0036589.fa (1 séquences, 1 espèces)
Écarté: OG0027021.fa (1 séquences, 1 espèces)
Écarté: OG0004761.fa (41 séquences, 17 espèces)
Écarté: OG0026156.fa (1 séquences, 1 espèces)
Écarté: OG0056260.fa (1 séquences, 1 espèces)
Écarté: OG0066827.fa (1 séquences, 1 espèces)
Écarté: OG0060647.fa (1 séquences, 1 espèces)
Écarté: OG0065436.fa (1 séquences, 1 espèces)
Écarté: OG0020618.fa (2 séquences, 1 espèces)
Écarté: OG0049898.fa (1 séquences, 1 espèces)
Écarté: OG0071929.fa (1 séquences, 1 espèces)
Écarté: OG0070000.fa (1 séquences, 1 espèces)
Écarté: OG0053975.fa (1 séquences, 1 espèces)
Écarté: OG0044341.fa (1 séquences, 1 espèces)
Écarté: OG0025519.fa (1 séquences, 1 espèces)
Écarté: OG0022903.fa (2 séquences, 1 espèces)
Écarté: OG0020357.fa (2 séquences, 2 espèces)
Écarté: OG0038725.fa (1 séquences, 1 espèces)
Écarté: OG0010849.fa (12 séquences, 3 espèces)
Écarté: OG0072332.fa (1 séquences, 1 espèces)
Écarté: OG0056145.fa (1 séquences, 1 espèces)
Écarté: OG0052467.fa (1 séquences, 1 espèces)
Écarté: OG0023168.fa (2 séquences, 1 espèces)
Écarté: OG0070995.fa (1 séquences, 1 espèces)
Écarté: OG0050353.fa (1 séquences, 1 espèces)
Écarté: OG0023164.fa (2 séquences, 1 espèces)
Écarté: OG0001052.fa (123 séquences, 17 espèces)
Écarté: OG0014935.fa (4 séquences, 2 espèces)
Écarté: OG0061278.fa (1 séquences, 1 espèces)
Écarté: OG0049873.fa (1 séquences, 1 espèces)
Écarté: OG0032410.fa (1 séquences, 1 espèces)
Écarté: OG0069252.fa (1 séquences, 1 espèces)
Écarté: OG0002888.fa (60 séquences, 17 espèces)
Écarté: OG0071450.fa (1 séquences, 1 espèces)
Écarté: OG0030221.fa (1 séquences, 1 espèces)
Écarté: OG0003130.fa (56 séquences, 17 espèces)
Écarté: OG0023693.fa (2 séquences, 1 espèces)
Écarté: OG0003623.fa (51 séquences, 17 espèces)
Écarté: OG0005958.fa (35 séquences, 16 espèces)
Écarté: OG0057670.fa (1 séquences, 1 espèces)
Écarté: OG0031709.fa (1 séquences, 1 espèces)
Écarté: OG0063397.fa (1 séquences, 1 espèces)
Écarté: OG0021198.fa (2 séquences, 1 espèces)
Écarté: OG0029679.fa (1 séquences, 1 espèces)
Écarté: OG0060583.fa (1 séquences, 1 espèces)
Écarté: OG0048943.fa (1 séquences, 1 espèces)
Écarté: OG0009243.fa (23 séquences, 3 espèces)
Écarté: OG0001956.fa (80 séquences, 17 espèces)
Écarté: OG0039175.fa (1 séquences, 1 espèces)
Écarté: OG0058649.fa (1 séquences, 1 espèces)
Écarté: OG0070266.fa (1 séquences, 1 espèces)
Écarté: OG0073416.fa (1 séquences, 1 espèces)
Écarté: OG0070385.fa (1 séquences, 1 espèces)
Écarté: OG0040103.fa (1 séquences, 1 espèces)
Écarté: OG0015863.fa (4 séquences, 1 espèces)
Écarté: OG0056821.fa (1 séquences, 1 espèces)
Écarté: OG0061666.fa (1 séquences, 1 espèces)
Écarté: OG0073163.fa (1 séquences, 1 espèces)
Écarté: OG0043834.fa (1 séquences, 1 espèces)
Écarté: OG0040423.fa (1 séquences, 1 espèces)
Écarté: OG0059182.fa (1 séquences, 1 espèces)
Écarté: OG0009930.fa (19 séquences, 1 espèces)
Écarté: OG0061612.fa (1 séquences, 1 espèces)
Écarté: OG0073375.fa (1 séquences, 1 espèces)
Écarté: OG0019681.fa (2 séquences, 1 espèces)
Écarté: OG0011284.fa (10 séquences, 2 espèces)
Écarté: OG0059361.fa (1 séquences, 1 espèces)
Écarté: OG0007935.fa (28 séquences, 16 espèces)
Écarté: OG0054743.fa (1 séquences, 1 espèces)
Écarté: OG0070546.fa (1 séquences, 1 espèces)
Écarté: OG0012931.fa (6 séquences, 4 espèces)
Écarté: OG0071967.fa (1 séquences, 1 espèces)
Écarté: OG0021035.fa (2 séquences, 1 espèces)
Écarté: OG0058902.fa (1 séquences, 1 espèces)
Écarté: OG0057883.fa (1 séquences, 1 espèces)
Écarté: OG0060202.fa (1 séquences, 1 espèces)
Écarté: OG0068116.fa (1 séquences, 1 espèces)
Écarté: OG0020107.fa (2 séquences, 2 espèces)
Écarté: OG0069413.fa (1 séquences, 1 espèces)
Écarté: OG0057205.fa (1 séquences, 1 espèces)
Écarté: OG0026192.fa (1 séquences, 1 espèces)
Écarté: OG0033746.fa (1 séquences, 1 espèces)
Écarté: OG0052572.fa (1 séquences, 1 espèces)
Écarté: OG0048722.fa (1 séquences, 1 espèces)
Écarté: OG0048242.fa (1 séquences, 1 espèces)
Écarté: OG0010251.fa (16 séquences, 11 espèces)
Écarté: OG0062763.fa (1 séquences, 1 espèces)
Écarté: OG0063983.fa (1 séquences, 1 espèces)
Écarté: OG0070455.fa (1 séquences, 1 espèces)
Écarté: OG0044142.fa (1 séquences, 1 espèces)
Écarté: OG0019126.fa (2 séquences, 1 espèces)
Écarté: OG0044763.fa (1 séquences, 1 espèces)
Écarté: OG0008041.fa (27 séquences, 16 espèces)
Écarté: OG0023224.fa (2 séquences, 2 espèces)
Écarté: OG0061535.fa (1 séquences, 1 espèces)
Écarté: OG0036219.fa (1 séquences, 1 espèces)
Écarté: OG0020189.fa (2 séquences, 2 espèces)
Écarté: OG0032951.fa (1 séquences, 1 espèces)
Écarté: OG0029627.fa (1 séquences, 1 espèces)
Écarté: OG0035142.fa (1 séquences, 1 espèces)
Écarté: OG0036857.fa (1 séquences, 1 espèces)
Écarté: OG0070420.fa (1 séquences, 1 espèces)
Écarté: OG0054105.fa (1 séquences, 1 espèces)
Écarté: OG0058577.fa (1 séquences, 1 espèces)
Écarté: OG0023430.fa (2 séquences, 2 espèces)
Écarté: OG0063997.fa (1 séquences, 1 espèces)
Écarté: OG0051656.fa (1 séquences, 1 espèces)
Écarté: OG0057781.fa (1 séquences, 1 espèces)
Écarté: OG0032376.fa (1 séquences, 1 espèces)
Écarté: OG0068000.fa (1 séquences, 1 espèces)
Écarté: OG0072057.fa (1 séquences, 1 espèces)
Écarté: OG0051708.fa (1 séquences, 1 espèces)
Écarté: OG0011243.fa (10 séquences, 2 espèces)
Écarté: OG0048315.fa (1 séquences, 1 espèces)
Écarté: OG0009626.fa (21 séquences, 4 espèces)
Écarté: OG0048490.fa (1 séquences, 1 espèces)
Écarté: OG0053616.fa (1 séquences, 1 espèces)
Écarté: OG0070710.fa (1 séquences, 1 espèces)
Écarté: OG0030532.fa (1 séquences, 1 espèces)
Écarté: OG0035071.fa (1 séquences, 1 espèces)
Écarté: OG0034814.fa (1 séquences, 1 espèces)
Écarté: OG0054490.fa (1 séquences, 1 espèces)
Écarté: OG0021722.fa (2 séquences, 1 espèces)
Écarté: OG0050141.fa (1 séquences, 1 espèces)
Écarté: OG0019102.fa (2 séquences, 2 espèces)
Écarté: OG0058456.fa (1 séquences, 1 espèces)
Écarté: OG0059044.fa (1 séquences, 1 espèces)
Écarté: OG0041593.fa (1 séquences, 1 espèces)
Écarté: OG0064522.fa (1 séquences, 1 espèces)
Écarté: OG0015344.fa (4 séquences, 2 espèces)
Écarté: OG0068085.fa (1 séquences, 1 espèces)
Écarté: OG0002694.fa (63 séquences, 17 espèces)
Écarté: OG0073405.fa (1 séquences, 1 espèces)
Écarté: OG0036872.fa (1 séquences, 1 espèces)
Écarté: OG0022326.fa (2 séquences, 1 espèces)
Écarté: OG0006700.fa (32 séquences, 17 espèces)
Écarté: OG0073271.fa (1 séquences, 1 espèces)
